entryValidBit, t0, hostName, IP Addr, First Line, t1, t2, t3, (t2 - t1), (t3 - t2)
true, Tue Mar 27 17:10:21 EDT 2012, www.shenyang.gov.cn, 61.161.137.46, HTTP/1.1 505 HTTP Version Not Supported, 1332882647708, 1332882647709, 1332882648276, 1, 567
true, Tue Mar 27 17:10:21 EDT 2012, english.dl.gov.cn, 124.93.228.74, HTTP/1.0 404 Not Found, 1332882648276, 1332882663287, 1332882663877, 15011, 590
true, Tue Mar 27 17:41:03 EDT 2012, www.unc.edu, 152.19.240.120, HTTP/1.1 200 OK, 1332884463947, 1332884463954, 1332884463965, 7, 11
true, Tue Mar 27 17:41:03 EDT 2012, www.google.com, 74.125.45.147, HTTP/1.0 200 OK, 1332884463980, 1332884463981, 1332884464034, 1, 53
true, Tue Mar 27 17:41:03 EDT 2012, www.wikipedia.org, 208.80.154.225, HTTP/1.0 400 Bad Request, 1332884464055, 1332884464057, 1332884464171, 2, 114
true, Tue Mar 27 17:41:03 EDT 2012, www.harvard.edu, 69.172.200.24, HTTP/1.1 404 Not Found, 1332884464172, 1332884464196, 1332884464291, 24, 95
true, Tue Mar 27 17:41:03 EDT 2012, www.stanford.edu, 171.64.13.26, HTTP/1.1 200 OK, 1332884464291, 1332884464295, 1332884464464, 4, 169
true, Tue Mar 27 17:41:03 EDT 2012, www.youtube.com, 74.125.45.190, HTTP/1.0 200 OK, 1332884464633, 1332884464634, 1332884464684, 1, 50
true, Tue Mar 27 17:41:03 EDT 2012, www.facebook.com, 69.171.228.14, HTTP/1.1 400 Bad Request, 1332884464705, 1332884464708, 1332884464894, 3, 186
true, Tue Mar 27 17:41:03 EDT 2012, www.ox.ac.uk, 163.1.60.42, HTTP/1.1 404 Not Found, 1332884464894, 1332884465016, 1332884465241, 122, 225
true, Tue Mar 27 17:41:03 EDT 2012, www.cam.ac.uk, 131.111.8.46, HTTP/1.1 200 OK, 1332884465241, 1332884465242, 1332884465516, 1, 274
true, Tue Mar 27 17:41:03 EDT 2012, www.bbc.co.uk, 212.58.246.91, HTTP/1.1 404 Not Found, 1332884465749, 1332884465955, 1332884466192, 206, 237
true, Tue Mar 27 17:41:03 EDT 2012, www.unicamp.br, 143.106.10.30, HTTP/1.1 200 OK, 1332884476562, 1332884476838, 1332884477118, 276, 280
true, Tue Mar 27 17:41:03 EDT 2012, www2.planalto.gov.br, 189.9.34.12, HTTP/1.1 301 Moved Permanently, 1332884477118, 1332884477447, 1332884477846, 329, 399
true, Tue Mar 27 17:41:03 EDT 2012, www.unam.mx, 132.248.10.44, HTTP/1.1 200 OK, 1332884477846, 1332884477977, 1332884478178, 131, 201
true, Tue Mar 27 17:41:03 EDT 2012, sydney.edu.au, 129.78.5.11, HTTP/1.1 301 Moved Permanently, 1332884478349, 1332884478871, 1332884479341, 522, 470
true, Tue Mar 27 17:41:03 EDT 2012, www.unimelb.edu.au, 128.250.148.40, HTTP/1.1 200 OK, 1332884479341, 1332884479593, 1332884480091, 252, 498
true, Tue Mar 27 17:41:03 EDT 2012, www.auckland.ac.nz, 130.216.11.141, HTTP/1.1 200 OK, 1332884480091, 1332884482316, 1332884482731, 2225, 415
true, Tue Mar 27 17:41:03 EDT 2012, www.alaska.edu, 137.229.114.19, HTTP/1.1 400 Bad request (missing host header)., 1332884482732, 1332884482962, 1332884483236, 230, 274
true, Tue Mar 27 17:41:03 EDT 2012, www.colorado.edu, 128.138.129.98, HTTP/1.1 301 Moved Permanently, 1332884483236, 1332884483377, 1332884483567, 141, 190
true, Tue Mar 27 17:41:03 EDT 2012, www.umn.edu, 134.84.119.207, HTTP/1.1 302 Found, 1332884483567, 1332884483610, 1332884483698, 43, 88
true, Tue Mar 27 17:41:03 EDT 2012, wustl.edu, 128.252.87.149, HTTP/1.1 200 OK, 1332884483699, 1332884483700, 1332884483786, 1, 86
true, Tue Mar 27 17:41:03 EDT 2012, www.ksu.edu.sa, 212.138.39.90, HTTP/1.1 403 Forbidden ( The server denied the specified Uniform Resource Locator (URL). Contact the server administrator.  ), 1332884483869, 1332884484073, 1332884484693, 204, 620
true, Tue Mar 27 17:41:03 EDT 2012, www.msu.ru, 93.180.0.18, HTTP/1.1 200 OK, 1332884484999, 1332884485116, 1332884485435, 117, 319
true, Tue Mar 27 17:41:03 EDT 2012, www.u-tokyo.ac.jp, 59.106.161.11, HTTP/1.1 302 Moved Temporarily, 1332884485914, 1332884485915, 1332884486329, 1, 414
true, Tue Mar 27 17:41:03 EDT 2012, www.nankai.edu.cn, 202.113.16.33, HTTP/1.1 200 OK, 1332884486329, 1332884486673, 1332884487111, 344, 438
true, Tue Mar 27 17:41:03 EDT 2012, www.unisa.ac.za, 163.200.81.116, HTTP/1.1 302 Found, 1332884487111, 1332884487112, 1332884487718, 1, 606
true, Tue Mar 27 17:41:03 EDT 2012, www.shenyang.gov.cn, 61.161.137.46, HTTP/1.1 505 HTTP Version Not Supported, 1332884487718, 1332884488620, 1332884489186, 902, 566
true, Tue Mar 27 17:41:03 EDT 2012, english.dl.gov.cn, 124.93.228.74, HTTP/1.0 404 Not Found, 1332884489186, 1332884504197, 1332884504787, 15011, 590
true, Tue Mar 27 18:11:44 EDT 2012, www.unc.edu, 152.19.240.120, HTTP/1.1 200 OK, 1332886304859, 1332886304865, 1332886304878, 6, 13
true, Tue Mar 27 18:11:44 EDT 2012, www.google.com, 74.125.45.106, HTTP/1.0 200 OK, 1332886304893, 1332886304894, 1332886304944, 1, 50
true, Tue Mar 27 18:11:44 EDT 2012, www.wikipedia.org, 208.80.154.225, HTTP/1.0 400 Bad Request, 1332886304965, 1332886304968, 1332886305083, 3, 115
true, Tue Mar 27 18:11:44 EDT 2012, www.harvard.edu, 69.172.200.24, HTTP/1.1 404 Not Found, 1332886305084, 1332886305112, 1332886305220, 28, 108
true, Tue Mar 27 18:11:44 EDT 2012, www.stanford.edu, 171.64.13.26, HTTP/1.1 200 OK, 1332886305220, 1332886305392, 1332886305562, 172, 170
true, Tue Mar 27 18:11:44 EDT 2012, www.youtube.com, 74.125.65.136, HTTP/1.0 200 OK, 1332886305731, 1332886305732, 1332886305787, 1, 55
true, Tue Mar 27 18:11:44 EDT 2012, www.facebook.com, 69.171.234.16, HTTP/1.1 400 Bad Request, 1332886305807, 1332886305808, 1332886306002, 1, 194
true, Tue Mar 27 18:11:44 EDT 2012, www.ox.ac.uk, 163.1.60.42, HTTP/1.1 404 Not Found, 1332886306002, 1332886306118, 1332886306346, 116, 228
true, Tue Mar 27 18:11:44 EDT 2012, www.cam.ac.uk, 131.111.8.46, HTTP/1.1 200 OK, 1332886306346, 1332886306347, 1332886307416, 1, 1069
true, Tue Mar 27 18:11:44 EDT 2012, www.bbc.co.uk, 212.58.246.90, HTTP/1.1 404 Not Found, 1332886307649, 1332886307859, 1332886308090, 210, 231
true, Tue Mar 27 18:11:44 EDT 2012, www.unicamp.br, 143.106.10.30, HTTP/1.1 200 OK, 1332886318264, 1332886319499, 1332886319781, 1235, 282
true, Tue Mar 27 18:11:44 EDT 2012, www2.planalto.gov.br, 189.9.34.12, HTTP/1.1 301 Moved Permanently, 1332886319781, 1332886319782, 1332886320190, 1, 408
true, Tue Mar 27 18:11:44 EDT 2012, www.unam.mx, 132.248.10.44, HTTP/1.1 200 OK, 1332886320190, 1332886320191, 1332886320384, 1, 193
true, Tue Mar 27 18:11:44 EDT 2012, sydney.edu.au, 129.78.5.11, HTTP/1.1 301 Moved Permanently, 1332886320553, 1332886321319, 1332886321793, 766, 474
true, Tue Mar 27 18:11:44 EDT 2012, www.unimelb.edu.au, 128.250.148.40, HTTP/1.1 200 OK, 1332886321793, 1332886322043, 1332886322540, 250, 497
true, Tue Mar 27 18:11:44 EDT 2012, www.auckland.ac.nz, 130.216.11.141, HTTP/1.1 200 OK, 1332886322540, 1332886323371, 1332886323785, 831, 414
true, Tue Mar 27 18:11:44 EDT 2012, www.alaska.edu, 137.229.114.19, HTTP/1.1 400 Bad request (missing host header)., 1332886323786, 1332886323958, 1332886324225, 172, 267
true, Tue Mar 27 18:11:44 EDT 2012, www.colorado.edu, 128.138.129.98, HTTP/1.1 301 Moved Permanently, 1332886324230, 1332886324292, 1332886324457, 62, 165
true, Tue Mar 27 18:11:44 EDT 2012, www.umn.edu, 134.84.119.7, HTTP/1.1 302 Found, 1332886324457, 1332886324503, 1332886324591, 46, 88
true, Tue Mar 27 18:11:44 EDT 2012, wustl.edu, 128.252.87.149, HTTP/1.1 200 OK, 1332886324591, 1332886324592, 1332886324685, 1, 93
true, Tue Mar 27 18:11:44 EDT 2012, www.ksu.edu.sa, 212.138.39.90, HTTP/1.1 403 Forbidden ( The server denied the specified Uniform Resource Locator (URL). Contact the server administrator.  ), 1332886324767, 1332886324973, 1332886325592, 206, 619
true, Tue Mar 27 18:11:44 EDT 2012, www.msu.ru, 93.180.0.18, HTTP/1.1 200 OK, 1332886325898, 1332886326064, 1332886326386, 166, 322
true, Tue Mar 27 18:11:44 EDT 2012, www.u-tokyo.ac.jp, 59.106.161.11, HTTP/1.1 302 Moved Temporarily, 1332886326868, 1332886326869, 1332886327255, 1, 386
true, Tue Mar 27 18:11:44 EDT 2012, www.nankai.edu.cn, 202.113.16.33, HTTP/1.1 200 OK, 1332886327255, 1332886327256, 1332886327693, 1, 437
true, Tue Mar 27 18:11:44 EDT 2012, www.unisa.ac.za, 163.200.81.116, HTTP/1.1 302 Found, 1332886327694, 1332886327694, 1332886328300, 0, 606
true, Tue Mar 27 18:11:44 EDT 2012, www.shenyang.gov.cn, 61.161.137.46, HTTP/1.1 505 HTTP Version Not Supported, 1332886328300, 1332886328301, 1332886328867, 1, 566
true, Tue Mar 27 18:11:44 EDT 2012, english.dl.gov.cn, 124.93.228.74, HTTP/1.0 404 Not Found, 1332886328867, 1332886343876, 1332886344478, 15009, 602
true, Tue Mar 27 18:42:24 EDT 2012, www.unc.edu, 152.19.240.120, HTTP/1.1 200 OK, 1332888144558, 1332888144565, 1332888144575, 7, 10
true, Tue Mar 27 18:42:24 EDT 2012, www.google.com, 74.125.47.104, HTTP/1.0 200 OK, 1332888144592, 1332888144593, 1332888144645, 1, 52
true, Tue Mar 27 18:42:24 EDT 2012, www.wikipedia.org, 208.80.154.225, HTTP/1.0 400 Bad Request, 1332888144666, 1332888144674, 1332888144787, 8, 113
true, Tue Mar 27 18:42:24 EDT 2012, www.harvard.edu, 69.172.200.24, HTTP/1.1 404 Not Found, 1332888144788, 1332888144813, 1332888144903, 25, 90
true, Tue Mar 27 18:42:24 EDT 2012, www.stanford.edu, 171.64.13.26, HTTP/1.1 200 OK, 1332888144903, 1332888145025, 1332888145194, 122, 169
true, Tue Mar 27 18:42:24 EDT 2012, www.youtube.com, 74.125.45.91, HTTP/1.0 200 OK, 1332888145363, 1332888145364, 1332888145418, 1, 54
true, Tue Mar 27 18:42:24 EDT 2012, www.facebook.com, 66.220.146.94, HTTP/1.0 400 Bad Request, 1332888145438, 1332888145439, 1332888145618, 1, 179
true, Tue Mar 27 18:42:24 EDT 2012, www.ox.ac.uk, 163.1.60.42, HTTP/1.1 404 Not Found, 1332888145619, 1332888145738, 1332888145966, 119, 228
true, Tue Mar 27 18:42:24 EDT 2012, www.cam.ac.uk, 131.111.8.46, HTTP/1.1 200 OK, 1332888145966, 1332888145967, 1332888146617, 1, 650
true, Tue Mar 27 18:42:24 EDT 2012, www.bbc.co.uk, 212.58.244.71, HTTP/1.1 404 Not Found, 1332888146850, 1332888147053, 1332888147281, 203, 228
true, Tue Mar 27 18:42:24 EDT 2012, www.unicamp.br, 143.106.10.30, HTTP/1.1 200 OK, 1332888159473, 1332888159790, 1332888160070, 317, 280
true, Tue Mar 27 18:42:24 EDT 2012, www2.planalto.gov.br, 189.9.34.12, HTTP/1.1 301 Moved Permanently, 1332888160070, 1332888160388, 1332888160764, 318, 376
true, Tue Mar 27 18:42:24 EDT 2012, www.unam.mx, 132.248.10.44, HTTP/1.1 200 OK, 1332888160764, 1332888161831, 1332888162025, 1067, 194
true, Tue Mar 27 18:42:24 EDT 2012, sydney.edu.au, 129.78.5.11, HTTP/1.1 301 Moved Permanently, 1332888162195, 1332888162453, 1332888162926, 258, 473
true, Tue Mar 27 18:42:24 EDT 2012, www.unimelb.edu.au, 128.250.148.40, HTTP/1.1 200 OK, 1332888162926, 1332888163175, 1332888163672, 249, 497
true, Tue Mar 27 18:42:24 EDT 2012, www.auckland.ac.nz, 130.216.11.141, HTTP/1.1 200 OK, 1332888163673, 1332888164296, 1332888164712, 623, 416
true, Tue Mar 27 18:42:24 EDT 2012, www.alaska.edu, 137.229.114.19, HTTP/1.1 400 Bad request (missing host header)., 1332888164714, 1332888164846, 1332888165116, 132, 270
true, Tue Mar 27 18:42:24 EDT 2012, www.colorado.edu, 128.138.129.98, HTTP/1.1 301 Moved Permanently, 1332888165117, 1332888165253, 1332888165417, 136, 164
true, Tue Mar 27 18:42:24 EDT 2012, www.umn.edu, 134.84.119.207, HTTP/1.1 302 Found, 1332888165417, 1332888165463, 1332888165552, 46, 89
true, Tue Mar 27 18:42:24 EDT 2012, wustl.edu, 128.252.87.149, HTTP/1.1 200 OK, 1332888165552, 1332888165553, 1332888165638, 1, 85
true, Tue Mar 27 18:42:24 EDT 2012, www.ksu.edu.sa, 212.138.39.90, HTTP/1.1 403 Forbidden ( The server denied the specified Uniform Resource Locator (URL). Contact the server administrator.  ), 1332888165720, 1332888165925, 1332888166541, 205, 616
true, Tue Mar 27 18:42:24 EDT 2012, www.msu.ru, 93.180.0.18, HTTP/1.1 200 OK, 1332888166848, 1332888166849, 1332888167169, 1, 320
true, Tue Mar 27 18:42:24 EDT 2012, www.u-tokyo.ac.jp, 59.106.161.11, HTTP/1.1 302 Moved Temporarily, 1332888167649, 1332888167650, 1332888168030, 1, 380
true, Tue Mar 27 18:42:24 EDT 2012, www.nankai.edu.cn, 202.113.16.33, HTTP/1.1 200 OK, 1332888168030, 1332888168568, 1332888169006, 538, 438
true, Tue Mar 27 18:42:24 EDT 2012, www.unisa.ac.za, 163.200.81.116, HTTP/1.1 302 Found, 1332888169006, 1332888169310, 1332888169916, 304, 606
true, Tue Mar 27 18:42:24 EDT 2012, www.shenyang.gov.cn, 61.161.137.46, HTTP/1.1 505 HTTP Version Not Supported, 1332888169916, 1332888170773, 1332888171340, 857, 567
true, Tue Mar 27 18:42:24 EDT 2012, english.dl.gov.cn, 124.93.228.74, HTTP/1.0 404 Not Found, 1332888171340, 1332888186350, 1332888186941, 15010, 591
true, Tue Mar 27 19:13:07 EDT 2012, www.unc.edu, 152.19.240.120, HTTP/1.1 200 OK, 1332889987014, 1332889987021, 1332889987032, 7, 11
true, Tue Mar 27 19:13:07 EDT 2012, www.google.com, 74.125.45.103, HTTP/1.0 200 OK, 1332889987047, 1332889987050, 1332889987101, 3, 51
true, Tue Mar 27 19:13:07 EDT 2012, www.wikipedia.org, 208.80.154.225, HTTP/1.0 400 Bad Request, 1332889987122, 1332889987126, 1332889987240, 4, 114
true, Tue Mar 27 19:13:07 EDT 2012, www.harvard.edu, 69.172.200.24, HTTP/1.1 404 Not Found, 1332889987241, 1332889987265, 1332889987356, 24, 91
true, Tue Mar 27 19:13:07 EDT 2012, www.stanford.edu, 171.64.13.26, HTTP/1.1 200 OK, 1332889987356, 1332889987454, 1332889987624, 98, 170
true, Tue Mar 27 19:13:07 EDT 2012, www.youtube.com, 74.125.45.190, HTTP/1.0 200 OK, 1332889987792, 1332889987793, 1332889987841, 1, 48
true, Tue Mar 27 19:13:07 EDT 2012, www.facebook.com, 69.171.224.12, HTTP/1.1 400 Bad Request, 1332889987862, 1332889987863, 1332889988048, 1, 185
true, Tue Mar 27 19:13:07 EDT 2012, www.ox.ac.uk, 163.1.60.42, HTTP/1.1 404 Not Found, 1332889988048, 1332889988169, 1332889988397, 121, 228
true, Tue Mar 27 19:13:07 EDT 2012, www.cam.ac.uk, 131.111.8.46, HTTP/1.1 200 OK, 1332889988397, 1332889988400, 1332889988675, 3, 275
true, Tue Mar 27 19:13:07 EDT 2012, www.bbc.co.uk, 212.58.244.67, HTTP/1.1 404 Not Found, 1332889988908, 1332889989097, 1332889989324, 189, 227
true, Tue Mar 27 19:13:07 EDT 2012, www.unicamp.br, 143.106.10.30, HTTP/1.1 200 OK, 1332890000734, 1332890001155, 1332890001435, 421, 280
true, Tue Mar 27 19:13:07 EDT 2012, www2.planalto.gov.br, 189.9.34.12, HTTP/1.1 301 Moved Permanently, 1332890001435, 1332890001659, 1332890002054, 224, 395
true, Tue Mar 27 19:13:07 EDT 2012, www.unam.mx, 132.248.10.44, HTTP/1.1 200 OK, 1332890002054, 1332890002245, 1332890002437, 191, 192
true, Tue Mar 27 19:13:07 EDT 2012, sydney.edu.au, 129.78.5.11, HTTP/1.1 301 Moved Permanently, 1332890002609, 1332890003097, 1332890003569, 488, 472
true, Tue Mar 27 19:13:07 EDT 2012, www.unimelb.edu.au, 128.250.148.40, HTTP/1.1 200 OK, 1332890003570, 1332890004118, 1332890004615, 548, 497
true, Tue Mar 27 19:13:07 EDT 2012, www.auckland.ac.nz, 130.216.11.141, HTTP/1.1 200 OK, 1332890004616, 1332890005246, 1332890005666, 630, 420
true, Tue Mar 27 19:13:07 EDT 2012, www.alaska.edu, 137.229.114.19, HTTP/1.1 400 Bad request (missing host header)., 1332890005666, 1332890005886, 1332890006364, 220, 478
true, Tue Mar 27 19:13:07 EDT 2012, www.colorado.edu, 128.138.129.98, HTTP/1.1 301 Moved Permanently, 1332890006365, 1332890006427, 1332890006600, 62, 173
true, Tue Mar 27 19:13:07 EDT 2012, www.umn.edu, 134.84.119.7, HTTP/1.1 302 Found, 1332890006600, 1332890006646, 1332890006734, 46, 88
true, Tue Mar 27 19:13:07 EDT 2012, wustl.edu, 128.252.87.149, HTTP/1.1 200 OK, 1332890006734, 1332890006736, 1332890006821, 2, 85
true, Tue Mar 27 19:13:07 EDT 2012, www.ksu.edu.sa, 212.138.39.90, HTTP/1.1 403 Forbidden ( The server denied the specified Uniform Resource Locator (URL). Contact the server administrator.  ), 1332890006903, 1332890007209, 1332890007821, 306, 612
true, Tue Mar 27 19:13:07 EDT 2012, www.msu.ru, 93.180.0.18, HTTP/1.1 200 OK, 1332890008128, 1332890008290, 1332890008611, 162, 321
true, Tue Mar 27 19:13:07 EDT 2012, www.u-tokyo.ac.jp, 59.106.161.11, HTTP/1.1 302 Moved Temporarily, 1332890009093, 1332890009323, 1332890009723, 230, 400
true, Tue Mar 27 19:13:07 EDT 2012, www.nankai.edu.cn, 202.113.16.33, HTTP/1.1 200 OK, 1332890009723, 1332890010227, 1332890010665, 504, 438
true, Tue Mar 27 19:13:07 EDT 2012, www.unisa.ac.za, 163.200.81.116, HTTP/1.1 302 Found, 1332890010665, 1332890010667, 1332890011272, 2, 605
